,texto,polaridad
250,Internaron a Guillermo Coppola por complicaciones respiratorias Estudiantes brasileños le enviaron una carta a Santiago Cafiero para que los dejen ingresar a Argentina. Más: http://clar.in/3bOUfRX 📸 EN FOTOS: Aeroparque estrena nueva pista y vuelve a operar,Neutral
251,"Aeroparque estrena nueva pista y vuelve a operar Sorpresiva renuncia de Rocío Oliva a ""Polémica en el bar"".",Neutral
252,"Rocío Oliva renunció a ""Polémica en el bar"" Cinco cosas que hay que saber de Dante Alighieri, a 700 años de su muerte.",Neutral
253,"Cinco cosas que hay que saber de Dante Alighieri, a 700 años de su muerte La Iglesia Católica afirmó que no aprobará uniones homosexuales porque no puede “bendecir el pecado”. Más: http://clar.in/3ezJGUG Revelan que un río de rocas que fluye bajo el Caribe es lo que ""sostiene"" a Centroamérica",Neutral
254,Revelan que un río de rocas que fluye bajo el Caribe es lo que 'sostiene' a Centroamérica Cómo ver en vivo las nominaciones por TV y online.,Neutral
255,Premios Oscar 2021: cómo ver en vivo las nominaciones por TV y online GEMELOS POR EL MUNDO 💍,Neutral
256,Hay un boom sin precedentes de gemelos en el mundo Las claves del empate en el Superclásico.,Neutral
257,Superclásico: ¿por qué no ganó Boca? La enfermera y modelo de trajes de baño que no dejó de trabajar durante la pandemia.,Neutral
258,La enfermera y modelo de trajes de baño que no dejó de trabajar durante la pandemia Estudiantes brasileños le enviaron una carta a Santiago Cafiero para los dejen ingresar a Argentina.,Neutral
259,"Estudiantes brasileños le enviaron una carta a Cafiero para los dejen ingresar a Argentina Dos veces presidente de la Nación, fue derrocado por el general José Félix Uriburu el 6 de septiembre de 1930 y encarcelado.",Positivo
260,"Cómo fueron los últimos días de Hipólito Yrigoyen YPF ofrecerá a los trabajadores de la educación la posibilidad de acceder a un descuento del 15% en la carga de combustible, a un desayuno bonificado en FULL y realizar el escaneo de su vehículo en Boxes de manera gratuita.",Positivo
261,YPF acompaña a las y los trabajadores de la educación en la vuelta a clases El Kun Agüero no supo decir cómo se llamaba San Martín y lanzó una polémica teoría sobre el cruce de Los Andes.,Neutral
262,El Kun Agüero se olvidó el nombre de San Martín y cuestionó el cruce de Los Andes Las claves del empate en el Superclásico.,Neutral
263,"Superclásico: ¿por qué no ganó River? ""Me preocupa, hay vocación de avanzar sobre las instituciones"", aseguró Horacio Rodríguez Larreta.",Neutral
264,Larreta y su preocupación por la falta de ministro de Justicia NASA: el telescopio Hubble ya volvió a funcionar,Neutral
265,NASA: el telescopio Hubble ya volvió a funcionar ¿Cómo hacen las cuentas antivacunas para desafiar las normas y prosperar en las redes sociales?,Neutral
266,¿Cómo hacen las cuentas antivacunas para desafiar las normas y prosperar en las redes? Phor es el león de 11 años que fue sometido a la brutal operación en un zoo de Holanda.,Negativo
267,"Un león embarazó a dos leonas, tuvo 5 cachorros y lo sometieron a una vasectomía El sorprendente 'rincón de los colibríes' en pleno centro de Bogotá",Neutral
268,El sorprendente 'rincón de los colibríes' en pleno centro de Bogotá Una mujer fue al hospital por una lesión en su tobillo y descubrió que nació como hombre y es intersexual,Neutral
269,"Una mujer fue al hospital por una lesión en su tobillo y descubrió que nació como hombre ""SU HIJO SALIÓ A MATAR""",Neutral
270,E fuerte cruce entre la madre del chico que manejaba el auto y el hermano de la víctima EL OBELISCO SE RENUEVA,Neutral
271,El Obelisco se renueva antes de cumplir 85 años La policía alemana resolvió un viejo caso y descubrió que el criminal está arrestado en Francia por otro delito.,Negativo
272,Después de 9 años descubren a un ladrón por el ADN dejado en una salchicha Unas 30 mil hectáreas se han visto afectadas por los incendios forestales en Río Negro y Chubut desde fines de enero a la fecha. Más: http://clar.in/3bP2AVS. Ahora Google permite crear tarjetas para las pantallas deslizantes de sus dispositivos,Neutral
273,"Ahora Google permite crear tarjetas para las pantallas deslizantes de sus dispositivos Por la agresión al Presidente, la Legislatura de Chubut no tratará mañana el proyecto de zonificación minera",Neutral
274,La Legislatura de Chubut no tratará mañana el proyecto de zonificación minera Cuánto hay que pagar para visitar al Titanic en vivo y en directo,Neutral
275,Cuánto hay que pagar para visitar al Titanic en vivo y en directo Sergio Lapegüe habló a tres días de su vuelta al televisión,Neutral
276,Sergio Lapegüe habló a tres días de su vuelta al televisión Comienza la eLibertadores: el torneo de FIFA 21 que entrega 100 mil dólares en premios,Neutral
277,Comienza la eLibertadores: el torneo de FIFA 21 que entrega 100 mil dólares en premios La colombiana que se enamoró y se casó con un guerrero masái en Kenia,Neutral
278,La colombiana que se enamoró y se casó con un guerrero masái en Kenia El candidato a presidente de Perú que está enamorado de la Virgen María,Neutral
279,El candidato a presidente de Perú que está enamorado de la Virgen María Covid-19: reinfectados y asintomáticos comparten una misma respuesta inmune del organismo,Neutral
280,"Covid-19: reinfectados y asintomáticos comparten una misma respuesta inmune del organismo ""SE CAYÓ LA LUZ""",Neutral
281,"'Se cayó la luz', el susto del nene que perdió a su papá atropellado por un chico de 14 años La contaminación vuelve a los niveles previos a la pandemia",Neutral
282,"La contaminación vuelve a los niveles previos a la pandemia Desde Juntos por el Cambio denunciaron a Horacio Pietragalla por las embarazadas escondidas en el monte de Formosa. Más: http://clar.in/3bM5xGs VIDEO: Falcon y el Soldado del Invierno, de Marvel, tiene nuevo trailer",Neutral
283,"Falcon y el Soldado del Invierno, de Marvel, tiene nuevo trailer INCREÍBLE 😳",Neutral
284,"Transformaron un bus de dos pisos en una increíble casa con bañadera, chimenea y todos los lujos Burbujas escolares: ver y escuchar, los nuevos problemas de la distancia entre alumnos y maestros dentro de las aulas",Neutral
285,"Los nuevos problemas de la distancia entre alumnos y maestros dentro de las aulas Los jóvenes 'invaden' Miami Beach por el receso de primavera, no respetan los protocolos y desatan incidentes: más de 100 detenidos",Neutral
286,Los jóvenes 'invaden' Miami Beach por el receso de primavera Un sintecho se coló 5 horas en la base donde se guarda el Air Force One,Negativo
287,Un sintecho se coló 5 horas en la base donde se guarda el Air Force One El Presidente se refirió a las agresiones que sufrió el sábado en Chubut. También volvió a hablar sobre la deuda externa y la negociación con el FMI. Más: http://clar.in/3rWeBys Mank: 5 curiosidades de la película de Netflix con más nominaciones al Oscar 2021,Negativo
288,Mank: 5 curiosidades de la película de Netflix con más nominaciones al Oscar 2021 Fuerte rumor: se supo quién sería la mujer que aparece junto a Martín Redrado en la foto que provocó la furia de Luciana Salazar.,Neutral
289,Trascendió quién sería la mujer que aparece en la polémica foto junto a Martín Redrado Detectan otros 55 casos de coronavirus en dos contingentes de egresados que volvieron de Cancún,Neutral
290,Detectan otros 55 casos de Covid-19 en dos contingentes de egresados que volvieron de Cancún De qué se trata la vida de los súper inteligentes.,Neutral
291,Qué es ser una superdotada como la niña de 9 años que tiene un IQ superior a Einstein Iker Casillas y Sara Carbonero y el patrimonio millonario que les queda tras la inesperada separación,Positivo
292,"Los millones que les quedan a Iker Casillas y Sara Carbonero tras la inesperada separación Misterio: el lago que puede cambiar de color entre el rosa, el blanco o el azul",Neutral
293,"Misterio: el lago que puede cambiar de color entre el rosa, el blanco o el azul Cómo anda el auto eléctrico de lujo que tiene dos motores",Neutral
294,Cómo anda el auto eléctrico de lujo que tiene dos motores Florencia Carignano apuntó a una disposición del ex presidente que facilitaba el trámite de los que huían del chavismo. Más: http://clar.in/3bK9dsq Se dispararon las apuestas sobre el nombre de la hija que esperan Meghan Markle y el príncipe Harry.,Neutral
295,Se dispararon las apuestas sobre el nombre de la hija que esperan Meghan Markle y Harry SORPRESIVO,Neutral
296,"Carmen Barbieri le dejó un llamativo mensaje a Sofía Aldrey, la ex de Federico Bal Alberto Fernández: 'Los violentos tiran piedras, nosotros llevamos obras y vacunas'",Neutral
297,"Alberto Fernández: 'Los violentos tiran piedras, nosotros llevamos obras y vacunas' San Pablo ya vive con toque de queda y cierra las escuelas: llamado desesperado de los gobernadores a Bolsonaro",Neutral
298,"San Pablo ya vive con toque de queda y cierra las escuelas VIDEO: apareció una morsa ártica, totalmente agotada, en la costa irlandesa",Neutral
299,"Crisis climática: apareció una morsa ártica, totalmente agotada, en la costa irlandesa Por primera vez, prueban pasteurizar leche dentro del sachet para venderla sin intermediarios",Neutral
300,"Por primera vez, prueban pasteurizar leche dentro del sachet para venderla sin intermediarios Incendios en la Patagonia: 30 mil hectáreas afectadas y varios focos activos",Neutral
301,Incendios en la Patagonia: 30 mil hectáreas afectadas y varios focos activos VIDEO: el instante en el que arrojan un piedrazo que rompe un vidrio de la camioneta de Alberto Fernández,Neutral
302,El instante en el que arrojan un piedrazo que rompe un vidrio de la camioneta del Presidente FEMICIDIO EN ENTRE RÍOS,Neutral
303,"Mató a puñaladas a su expareja tras recibir una orden judicial por violencia de género Quién es Adhara Pérez, la niña de 9 años con el IQ superior a Einstein y Stephen Hawking",Positivo
304,"Quién es Adhara Pérez, la niña de 9 años con el IQ superior a Einstein y Stephen Hawking Irán tensa la cuerda con EE.UU. y anuncia que tiene una nueva 'ciudad de misiles'",Positivo
305,Irán tensa la cuerda con EE.UU. y anuncia que tiene una nueva 'ciudad de misiles' MALTRATO ANIMAL ❌,Neutral
306,"Cazadores alemanes mataron a 543 animales protegidos Se lo dijo el DT Mauricio Pochettino en el segundo tiempo, cuando lo reemplazó. Más: http://clar.in/3ldfGiI. La startup argentina que es capaz de reutilizar sus cohetes como SpaceX",Neutral
307,La startup argentina que es capaz de reutilizar sus cohetes como SpaceX Escracharon a Ginés González García en un restaurante porteño. Más: https://clar.in/3lgO9ge Una enfermera utilizó una jeringa vacía para simular la aplicación a una abuela.,Neutral
308,El video del engaño: enfermera vacuna contra el Covid-19 con una jeringa vacía Ernesto Tenembaum blanqueó una charla privada con Alberto Cormillot tras la desagradable frase que lanzó sobre su paternidad.,Neutral
309,Tenembaum reveló que tuvo una charla privada con Cormillot tras el escándalo HORÓSCOPO SEMANAL ✨,Neutral
310,"Horóscopo semanal: predicciones para todos los signos Pablo EskoBear, el oso que se comió 30 kilos de cocaína y ahora será llevado al cine",Neutral
311,"Pablo EskoBear, el oso que se comió 30 kilos de cocaína y ahora será llevado al cine El triste destino de los Barría: tres hermanos muertos en dos tragedias",Neutral
312,El triste destino de los Barría: tres hermanos muertos en dos tragedias El Papa Francisco contó por qué fue a una psiquiatra,Neutral
313,El Papa Francisco contó por qué fue a una psiquiatra DESOLADOR 😭,Neutral
314,Cambio climático: expertos hablan de un futuro 'espantoso' Nominaciones Oscar 2021: categorías y quienes tienen más chances de ganar la estatuilla,Neutral
315,Nominaciones Oscar 2021: categorías y quienes tienen más chances de ganar la estatuilla Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico,Neutral
316,Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico Un cordobés en la Selección de Alemania,Neutral
317,Un cordobés en la Selección de Alemania Pablo Iglesias deja el gobierno de Sánchez en España y busca la presidencia de Madrid: “Es imprescindible hacer frente a la derecha criminal”,Negativo
318,España: Pablo Iglesias deja el gobierno de Sánchez La extraña aparición de una tortuga albina sorprende a los expertos,Neutral
319,La extraña aparición de una tortuga albina ultra rara sorprende a los expertos Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico,Neutral
320,Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico Un cordobés en la Selección de Alemania,Neutral
321,Un cordobés en la Selección de Alemania Confirmado: Edwin Cardona está desgarrado y tendrá dos semanas de inactividad. Más: http://clar.in/3qMUgtP La increíble historia del mensaje que la NASA envió a los extraterrestres en 1972.,Neutral
322,La increíble historia del mensaje que la NASA envió a los extraterrestres en 1972 Confirmado: Edwin Cardona está desgarrado.,Neutral
323,Edwin Cardona está desgarrado y tendrá dos semanas de inactividad Este es el glaciar más cinematográfico de Islandia,Neutral
324,Este es el glaciar más cinematográfico de Islandia Las fotos del primer día de la vuelta de las restricciones de estacionamiento a como eran antes de la cuarentena estricta,Neutral
325,Las fotos del primer día de la vuelta de las restricciones de estacionamiento Proponen crear un banco de esperma en la Luna para proteger a la humanidad frente a una catástrofe,Neutral
326,Proponen crear un banco de esperma en la Luna para proteger a la humanidad frente a una catástrofe BLOOPER EN VIVO,Neutral
327,Leticia Brédice se distrajo durante una entrevista y... ¡se quedó corpiño! Boca y la línea de tres centrales: aprobada en el Superclásico y con chances de quedar como sistema,Neutral
328,Boca y la línea de tres centrales: aprobada en el Superclásico y con chances de quedar como sistema Italia se llena de ciudades fantasma: la tercera ola de coronavirus encierra en sus casas a millones de personas,Neutral
329,Italia se llena de ciudades fantasma La policía alemana resolvió un viejo caso y descubrió que el criminal está arrestado en Francia por otro delito.,Negativo
330,Después de 9 años descubren a un ladrón por el ADN dejado en una salchicha Venus Star Point 2021: cómo te influye esta órbita del amor y el deseo,Neutral
331,Venus Star Point 2021: cómo te influye esta órbita del amor y el deseo Pablo Iglesias deja el gobierno de Sánchez en España y busca la presidencia de Madrid: “Es imprescindible hacer frente a la derecha criminal”,Negativo
332,España: Pablo Iglesias deja el gobierno de Sánchez La extraña aparición de una tortuga albina sorprende a los expertos,Neutral
333,La extraña aparición de una tortuga albina ultra rara sorprende a los expertos Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico,Neutral
334,Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico Un cordobés en la Selección de Alemania,Neutral
335,Un cordobés en la Selección de Alemania Confirmado: Edwin Cardona está desgarrado y tendrá dos semanas de inactividad. Más: http://clar.in/3qMUgtP Venus Star Point 2021: cómo te influye esta órbita del amor y el deseo,Neutral
336,Venus Star Point 2021: cómo te influye esta órbita del amor y el deseo Pablo Iglesias deja el gobierno de Sánchez en España y busca la presidencia de Madrid: “Es imprescindible hacer frente a la derecha criminal”,Negativo
337,España: Pablo Iglesias deja el gobierno de Sánchez La extraña aparición de una tortuga albina sorprende a los expertos,Neutral
338,La extraña aparición de una tortuga albina ultra rara sorprende a los expertos Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico,Neutral
339,Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico Un cordobés en la Selección de Alemania,Neutral
340,Un cordobés en la Selección de Alemania Confirmado: Edwin Cardona está desgarrado y tendrá dos semanas de inactividad. Más: http://clar.in/3qMUgtP La increíble historia del mensaje que la NASA envió a los extraterrestres en 1972.,Neutral
341,La increíble historia del mensaje que la NASA envió a los extraterrestres en 1972 Confirmado: Edwin Cardona está desgarrado.,Neutral
342,Edwin Cardona está desgarrado y tendrá dos semanas de inactividad Este es el glaciar más cinematográfico de Islandia,Neutral
343,Este es el glaciar más cinematográfico de Islandia Las fotos del primer día de la vuelta de las restricciones de estacionamiento a como eran antes de la cuarentena estricta,Neutral
344,Las fotos del primer día de la vuelta de las restricciones de estacionamiento Proponen crear un banco de esperma en la Luna para proteger a la humanidad frente a una catástrofe,Neutral
345,Proponen crear un banco de esperma en la Luna para proteger a la humanidad frente a una catástrofe BLOOPER EN VIVO,Neutral
346,Leticia Brédice se distrajo durante una entrevista y... ¡se quedó corpiño! Boca y la línea de tres centrales: aprobada en el Superclásico y con chances de quedar como sistema,Neutral
347,Boca y la línea de tres centrales: aprobada en el Superclásico y con chances de quedar como sistema Italia se llena de ciudades fantasma: la tercera ola de coronavirus encierra en sus casas a millones de personas,Neutral
348,Italia se llena de ciudades fantasma La policía alemana resolvió un viejo caso y descubrió que el criminal está arrestado en Francia por otro delito.,Negativo
349,Después de 9 años descubren a un ladrón por el ADN dejado en una salchicha Unas 30 mil hectáreas se han visto afectadas por los incendios forestales en Río Negro y Chubut desde fines de enero a la fecha. Más: http://clar.in/3bP2AVS. Ahora Google permite crear tarjetas para las pantallas deslizantes de sus dispositivos,Neutral
350,"Ahora Google permite crear tarjetas para las pantallas deslizantes de sus dispositivos Por la agresión al Presidente, la Legislatura de Chubut no tratará mañana el proyecto de zonificación minera",Neutral
351,La Legislatura de Chubut no tratará mañana el proyecto de zonificación minera Cuánto hay que pagar para visitar al Titanic en vivo y en directo,Neutral
352,Cuánto hay que pagar para visitar al Titanic en vivo y en directo Sergio Lapegüe habló a tres días de su vuelta al televisión,Neutral
353,Sergio Lapegüe habló a tres días de su vuelta al televisión Comienza la eLibertadores: el torneo de FIFA 21 que entrega 100 mil dólares en premios,Neutral
354,Comienza la eLibertadores: el torneo de FIFA 21 que entrega 100 mil dólares en premios La colombiana que se enamoró y se casó con un guerrero masái en Kenia,Neutral
355,La colombiana que se enamoró y se casó con un guerrero masái en Kenia El candidato a presidente de Perú que está enamorado de la Virgen María,Neutral
356,El candidato a presidente de Perú que está enamorado de la Virgen María Covid-19: reinfectados y asintomáticos comparten una misma respuesta inmune del organismo,Neutral
357,"Covid-19: reinfectados y asintomáticos comparten una misma respuesta inmune del organismo ""SE CAYÓ LA LUZ""",Neutral
358,"'Se cayó la luz', el susto del nene que perdió a su papá atropellado por un chico de 14 años La contaminación vuelve a los niveles previos a la pandemia",Neutral
359,"La contaminación vuelve a los niveles previos a la pandemia Desde Juntos por el Cambio denunciaron a Horacio Pietragalla por las embarazadas escondidas en el monte de Formosa. Más: http://clar.in/3bM5xGs VIDEO: Falcon y el Soldado del Invierno, de Marvel, tiene nuevo trailer",Neutral
360,"Falcon y el Soldado del Invierno, de Marvel, tiene nuevo trailer INCREÍBLE 😳",Neutral
361,"Transformaron un bus de dos pisos en una increíble casa con bañadera, chimenea y todos los lujos Burbujas escolares: ver y escuchar, los nuevos problemas de la distancia entre alumnos y maestros dentro de las aulas",Neutral
362,"Los nuevos problemas de la distancia entre alumnos y maestros dentro de las aulas Los jóvenes 'invaden' Miami Beach por el receso de primavera, no respetan los protocolos y desatan incidentes: más de 100 detenidos",Neutral
363,Los jóvenes 'invaden' Miami Beach por el receso de primavera Un sintecho se coló 5 horas en la base donde se guarda el Air Force One,Negativo
364,Un sintecho se coló 5 horas en la base donde se guarda el Air Force One El Presidente se refirió a las agresiones que sufrió el sábado en Chubut. También volvió a hablar sobre la deuda externa y la negociación con el FMI. Más: http://clar.in/3rWeBys Mank: 5 curiosidades de la película de Netflix con más nominaciones al Oscar 2021,Negativo
365,Mank: 5 curiosidades de la película de Netflix con más nominaciones al Oscar 2021 Fuerte rumor: se supo quién sería la mujer que aparece junto a Martín Redrado en la foto que provocó la furia de Luciana Salazar.,Neutral
366,Trascendió quién sería la mujer que aparece en la polémica foto junto a Martín Redrado Detectan otros 55 casos de coronavirus en dos contingentes de egresados que volvieron de Cancún,Neutral
367,Detectan otros 55 casos de Covid-19 en dos contingentes de egresados que volvieron de Cancún De qué se trata la vida de los súper inteligentes.,Neutral
368,Qué es ser una superdotada como la niña de 9 años que tiene un IQ superior a Einstein Iker Casillas y Sara Carbonero y el patrimonio millonario que les queda tras la inesperada separación,Positivo
369,"Los millones que les quedan a Iker Casillas y Sara Carbonero tras la inesperada separación Misterio: el lago que puede cambiar de color entre el rosa, el blanco o el azul",Neutral
370,"Misterio: el lago que puede cambiar de color entre el rosa, el blanco o el azul Cómo anda el auto eléctrico de lujo que tiene dos motores",Neutral
371,Cómo anda el auto eléctrico de lujo que tiene dos motores Florencia Carignano apuntó a una disposición del ex presidente que facilitaba el trámite de los que huían del chavismo. Más: http://clar.in/3bK9dsq Se dispararon las apuestas sobre el nombre de la hija que esperan Meghan Markle y el príncipe Harry.,Neutral
372,Se dispararon las apuestas sobre el nombre de la hija que esperan Meghan Markle y Harry Un hombre de 24 años fue detenido luego de poner en peligro la seguridad del avión.,Neutral
373,Se negó a usar mascarilla y orinó en la cabina del avión: enfrenta 20 años de cárcel Venus Star Point 2021: cómo te influye esta órbita del amor y el deseo,Neutral
374,Venus Star Point 2021: cómo te influye esta órbita del amor y el deseo Pablo Iglesias deja el gobierno de Sánchez en España y busca la presidencia de Madrid: “Es imprescindible hacer frente a la derecha criminal”,Negativo
375,España: Pablo Iglesias deja el gobierno de Sánchez La extraña aparición de una tortuga albina sorprende a los expertos,Neutral
376,La extraña aparición de una tortuga albina ultra rara sorprende a los expertos Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico,Neutral
377,Liga Master Flow 2021: Boca Juniors derrotó a River Plate en una nueva edición del Superclásico Un cordobés en la Selección de Alemania,Neutral
378,Un cordobés en la Selección de Alemania Confirmado: Edwin Cardona está desgarrado y tendrá dos semanas de inactividad. Más: http://clar.in/3qMUgtP La increíble historia del mensaje que la NASA envió a los extraterrestres en 1972.,Neutral
379,La increíble historia del mensaje que la NASA envió a los extraterrestres en 1972 Confirmado: Edwin Cardona está desgarrado.,Neutral
380,Edwin Cardona está desgarrado y tendrá dos semanas de inactividad Este es el glaciar más cinematográfico de Islandia,Neutral
381,Este es el glaciar más cinematográfico de Islandia Las fotos del primer día de la vuelta de las restricciones de estacionamiento a como eran antes de la cuarentena estricta,Neutral
382,Las fotos del primer día de la vuelta de las restricciones de estacionamiento Proponen crear un banco de esperma en la Luna para proteger a la humanidad frente a una catástrofe,Neutral
383,Proponen crear un banco de esperma en la Luna para proteger a la humanidad frente a una catástrofe BLOOPER EN VIVO,Neutral
384,Leticia Brédice se distrajo durante una entrevista y... ¡se quedó corpiño! Boca y la línea de tres centrales: aprobada en el Superclásico y con chances de quedar como sistema,Neutral
385,Boca y la línea de tres centrales: aprobada en el Superclásico y con chances de quedar como sistema Italia se llena de ciudades fantasma: la tercera ola de coronavirus encierra en sus casas a millones de personas,Neutral
386,Italia se llena de ciudades fantasma La policía alemana resolvió un viejo caso y descubrió que el criminal está arrestado en Francia por otro delito.,Negativo
387,Después de 9 años descubren a un ladrón por el ADN dejado en una salchicha Unas 30 mil hectáreas se han visto afectadas por los incendios forestales en Río Negro y Chubut desde fines de enero a la fecha. Más: http://clar.in/3bP2AVS. Ahora Google permite crear tarjetas para las pantallas deslizantes de sus dispositivos,Neutral
388,"Ahora Google permite crear tarjetas para las pantallas deslizantes de sus dispositivos Por la agresión al Presidente, la Legislatura de Chubut no tratará mañana el proyecto de zonificación minera",Neutral
389,La Legislatura de Chubut no tratará mañana el proyecto de zonificación minera Cuánto hay que pagar para visitar al Titanic en vivo y en directo,Neutral
390,Cuánto hay que pagar para visitar al Titanic en vivo y en directo Sergio Lapegüe habló a tres días de su vuelta al televisión,Neutral
391,Sergio Lapegüe habló a tres días de su vuelta al televisión Comienza la eLibertadores: el torneo de FIFA 21 que entrega 100 mil dólares en premios,Neutral
392,Comienza la eLibertadores: el torneo de FIFA 21 que entrega 100 mil dólares en premios La colombiana que se enamoró y se casó con un guerrero masái en Kenia,Neutral
393,La colombiana que se enamoró y se casó con un guerrero masái en Kenia El candidato a presidente de Perú que está enamorado de la Virgen María,Neutral
394,El candidato a presidente de Perú que está enamorado de la Virgen María Covid-19: reinfectados y asintomáticos comparten una misma respuesta inmune del organismo,Neutral
395,"Covid-19: reinfectados y asintomáticos comparten una misma respuesta inmune del organismo ""SE CAYÓ LA LUZ""",Neutral
396,"'Se cayó la luz', el susto del nene que perdió a su papá atropellado por un chico de 14 años La contaminación vuelve a los niveles previos a la pandemia",Neutral
397,"La contaminación vuelve a los niveles previos a la pandemia Desde Juntos por el Cambio denunciaron a Horacio Pietragalla por las embarazadas escondidas en el monte de Formosa. Más: http://clar.in/3bM5xGs VIDEO: Falcon y el Soldado del Invierno, de Marvel, tiene nuevo trailer",Neutral
398,"Falcon y el Soldado del Invierno, de Marvel, tiene nuevo trailer INCREÍBLE 😳",Neutral
399,"Transformaron un bus de dos pisos en una increíble casa con bañadera, chimenea y todos los lujos Burbujas escolares: ver y escuchar, los nuevos problemas de la distancia entre alumnos y maestros dentro de las aulas",Neutral
400,"Los nuevos problemas de la distancia entre alumnos y maestros dentro de las aulas Los jóvenes 'invaden' Miami Beach por el receso de primavera, no respetan los protocolos y desatan incidentes: más de 100 detenidos",Neutral
401,Los jóvenes 'invaden' Miami Beach por el receso de primavera Un sintecho se coló 5 horas en la base donde se guarda el Air Force One,Negativo
402,Un sintecho se coló 5 horas en la base donde se guarda el Air Force One El Presidente se refirió a las agresiones que sufrió el sábado en Chubut. También volvió a hablar sobre la deuda externa y la negociación con el FMI. Más: http://clar.in/3rWeBys Mank: 5 curiosidades de la película de Netflix con más nominaciones al Oscar 2021,Negativo
403,Mank: 5 curiosidades de la película de Netflix con más nominaciones al Oscar 2021 Fuerte rumor: se supo quién sería la mujer que aparece junto a Martín Redrado en la foto que provocó la furia de Luciana Salazar.,Neutral
404,Trascendió quién sería la mujer que aparece en la polémica foto junto a Martín Redrado Detectan otros 55 casos de coronavirus en dos contingentes de egresados que volvieron de Cancún,Neutral
405,Detectan otros 55 casos de Covid-19 en dos contingentes de egresados que volvieron de Cancún De qué se trata la vida de los súper inteligentes.,Neutral
406,Qué es ser una superdotada como la niña de 9 años que tiene un IQ superior a Einstein Iker Casillas y Sara Carbonero y el patrimonio millonario que les queda tras la inesperada separación,Positivo
407,"Los millones que les quedan a Iker Casillas y Sara Carbonero tras la inesperada separación Misterio: el lago que puede cambiar de color entre el rosa, el blanco o el azul",Neutral
408,"Misterio: el lago que puede cambiar de color entre el rosa, el blanco o el azul Cómo anda el auto eléctrico de lujo que tiene dos motores",Neutral
409,Cómo anda el auto eléctrico de lujo que tiene dos motores Florencia Carignano apuntó a una disposición del ex presidente que facilitaba el trámite de los que huían del chavismo. Más: http://clar.in/3bK9dsq Se dispararon las apuestas sobre el nombre de la hija que esperan Meghan Markle y el príncipe Harry.,Neutral
410,Se dispararon las apuestas sobre el nombre de la hija que esperan Meghan Markle y Harry SORPRESIVO,Neutral
411,"Carmen Barbieri le dejó un llamativo mensaje a Sofía Aldrey, la ex de Federico Bal Alberto Fernández: 'Los violentos tiran piedras, nosotros llevamos obras y vacunas'",Neutral
412,"Alberto Fernández: 'Los violentos tiran piedras, nosotros llevamos obras y vacunas' San Pablo ya vive con toque de queda y cierra las escuelas: llamado desesperado de los gobernadores a Bolsonaro",Neutral
413,"San Pablo ya vive con toque de queda y cierra las escuelas VIDEO: apareció una morsa ártica, totalmente agotada, en la costa irlandesa",Neutral
414,"Crisis climática: apareció una morsa ártica, totalmente agotada, en la costa irlandesa Por primera vez, prueban pasteurizar leche dentro del sachet para venderla sin intermediarios",Neutral
415,"Por primera vez, prueban pasteurizar leche dentro del sachet para venderla sin intermediarios Incendios en la Patagonia: 30 mil hectáreas afectadas y varios focos activos",Neutral
416,Incendios en la Patagonia: 30 mil hectáreas afectadas y varios focos activos VIDEO: el instante en el que arrojan un piedrazo que rompe un vidrio de la camioneta de Alberto Fernández,Neutral
417,El instante en el que arrojan un piedrazo que rompe un vidrio de la camioneta del Presidente FEMICIDIO EN ENTRE RÍOS,Neutral
418,"Mató a puñaladas a su expareja tras recibir una orden judicial por violencia de género Quién es Adhara Pérez, la niña de 9 años con el IQ superior a Einstein y Stephen Hawking",Positivo
419,"Quién es Adhara Pérez, la niña de 9 años con el IQ superior a Einstein y Stephen Hawking Irán tensa la cuerda con EE.UU. y anuncia que tiene una nueva 'ciudad de misiles'",Positivo
420,Irán tensa la cuerda con EE.UU. y anuncia que tiene una nueva 'ciudad de misiles' MALTRATO ANIMAL ❌,Neutral
421,"Cazadores alemanes mataron a 543 animales protegidos Se lo dijo el DT Mauricio Pochettino en el segundo tiempo, cuando lo reemplazó. Más: http://clar.in/3ldfGiI. La startup argentina que es capaz de reutilizar sus cohetes como SpaceX",Neutral
422,La startup argentina que es capaz de reutilizar sus cohetes como SpaceX Escracharon a Ginés González García en un restaurante porteño. Más: https://clar.in/3lgO9ge Una enfermera utilizó una jeringa vacía para simular la aplicación a una abuela.,Neutral
423,El video del engaño: enfermera vacuna contra el Covid-19 con una jeringa vacía Ernesto Tenembaum blanqueó una charla privada con Alberto Cormillot tras la desagradable frase que lanzó sobre su paternidad.,Neutral
